,Title,URL
38,Crosstalk between mitochondrial biogenesis and mitophagy to maintain mitochondrial homeostasis,/articles/10.1186/s12929-023-00975-7
39,Extracellular release in the quality control of the mammalian mitochondria,/articles/10.1186/s12929-023-00979-3
40,mRNA-based vaccines and therapeutics: an in-depth survey of current and upcoming clinical applications,/articles/10.1186/s12929-023-00977-5
41,Clinical trials of new drugs for Alzheimer disease: a 2020–2023 update,/articles/10.1186/s12929-023-00976-6
42,Induced pluripotent stem cells: ex vivo models for human diseases due to mitochondrial DNA mutations,/articles/10.1186/s12929-023-00967-7
43,Interaction of the AKT and β-catenin signalling pathways and the influence of photobiomodulation on cellular signalling proteins in diabetic wound healing,/articles/10.1186/s12929-023-00974-8
44,LncRNA SLCO4A1-AS1 suppresses lung cancer progression by sequestering the TOX4-NTSR1 signaling axis,/articles/10.1186/s12929-023-00973-9
45,"Expanding applications of allogeneic platelets, platelet lysates, and platelet extracellular vesicles in cell therapy, regenerative medicine, and targeted drug delivery",/articles/10.1186/s12929-023-00972-w
46,Long noncoding RNA SNHG16 regulates TLR4-mediated autophagy and NETosis formation in alveolar hemorrhage associated with systemic lupus erythematosus,/articles/10.1186/s12929-023-00969-5
47,Platelet-derived biomaterial with hyaluronic acid alleviates temporal-mandibular joint osteoarthritis: clinical trial from dish to human,/articles/10.1186/s12929-023-00962-y
48,Structural changes in perineuronal nets and their perforating GABAergic synapses precede motor coordination recovery post stroke,/articles/10.1186/s12929-023-00971-x
49,A novel phage carrying capsule depolymerase effectively relieves pneumonia caused by multidrug-resistant Klebsiella aerogenes,/articles/10.1186/s12929-023-00946-y
50,Harnessing cell reprogramming for cardiac biological pacing,/articles/10.1186/s12929-023-00970-y
51,Various arrangements of mobile genetic elements among CC147 subpopulations of Klebsiella pneumoniae harboring blaNDM-1: a comparative genomic analysis of carbapenem resistant strains,/articles/10.1186/s12929-023-00960-0
52,5ʹ-Ectonucleotidase CD73/NT5E supports EGFR-mediated invasion of HPV-negative head and neck carcinoma cells,/articles/10.1186/s12929-023-00968-6
53,ACE2 in chronic disease and COVID-19: gene regulation and post-translational modification,/articles/10.1186/s12929-023-00965-9
54,Mitochondrial impairment and synaptic dysfunction are associated with neurological defects in iPSCs-derived cortical neurons of MERRF patients,/articles/10.1186/s12929-023-00966-8
55,Exosomal miRNA-mediated intercellular communications and immunomodulatory effects in tumor microenvironments,/articles/10.1186/s12929-023-00964-w
56,The RNA-binding protein KSRP aggravates malignant progression of clear cell renal cell carcinoma through transcriptional inhibition and post-transcriptional destabilization of the NEDD4L ubiquitin ligase,/articles/10.1186/s12929-023-00949-9
57,Fierce poison to others: the phenomenon of bacterial dependence on antibiotics,/articles/10.1186/s12929-023-00963-x
58,Neuroprotective effects of osmotin in Parkinson’s disease-associated pathology via the AdipoR1/MAPK/AMPK/mTOR signaling pathways,/articles/10.1186/s12929-023-00961-z
59,Circulating tumour DNA alterations: emerging biomarker in head and neck squamous cell carcinoma,/articles/10.1186/s12929-023-00953-z
60,Brain alarm by self-extracellular nucleic acids: from neuroinflammation to neurodegeneration,/articles/10.1186/s12929-023-00954-y
61,Optimized allotopic expression of mitochondrial ND6 transgene restored complex I and apoptosis deficiencies caused by LHON-linked ND6 14484T > C mutation,/articles/10.1186/s12929-023-00951-1
62,Exosomal PGE2 from M2 macrophages inhibits neutrophil recruitment and NET formation through lipid mediator class switching in sepsis,/articles/10.1186/s12929-023-00957-9
63,Role of mitochondrial alterations in human cancer progression and cancer immunity,/articles/10.1186/s12929-023-00956-w
64,LSD1: an emerging face in altering the tumor microenvironment and enhancing immune checkpoint therapy,/articles/10.1186/s12929-023-00952-0
65,Broadly neutralizing human antibodies against Omicron subvariants of SARS-CoV-2,/articles/10.1186/s12929-023-00955-x
66,Phenotypic heterogeneity in human genetic diseases: ultrasensitivity-mediated threshold effects as a unifying molecular mechanism,/articles/10.1186/s12929-023-00959-7
67,Intranasal administration of Lactobacillus johnsonii attenuates hyperoxia-induced lung injury by modulating gut microbiota in neonatal mice,/articles/10.1186/s12929-023-00958-8
68,A structure and knowledge-based combinatorial approach to engineering universal scFv antibodies against influenza M2 protein,/articles/10.1186/s12929-023-00950-2
69,CD44 regulates Epac1-mediated β-adrenergic-receptor-induced Ca2+-handling abnormalities: implication in cardiac arrhythmias,/articles/10.1186/s12929-023-00944-0
70,Correction: Periostin promotes ovarian cancer metastasis by enhancing M2 macrophages and cancer-associated fibroblasts via integrin-mediated NF-κB and TGF-β2 signaling,/articles/10.1186/s12929-023-00948-w
71,Liver in infections: a single-cell and spatial transcriptomics perspective,/articles/10.1186/s12929-023-00945-z
72,Neutrophil-derived reactive agents induce a transient SpeB negative phenotype in Streptococcus pyogenes,/articles/10.1186/s12929-023-00947-x
73,Enrichment strategies to enhance genome editing,/articles/10.1186/s12929-023-00943-1
74,DNA replication stress and mitotic catastrophe mediate sotorasib addiction in KRASG12C-mutant cancer,/articles/10.1186/s12929-023-00940-4
75,The homodimer interfaces of costimulatory receptors B7 and CD28 control their engagement and pro-inflammatory signaling,/articles/10.1186/s12929-023-00941-3
76,Targeting cGAS/STING signaling-mediated myeloid immune cell dysfunction in TIME,/articles/10.1186/s12929-023-00942-2
77,Tumor-secreted IFI35 promotes proliferation and cytotoxic activity of CD8+ T cells through PI3K/AKT/mTOR signaling pathway in colorectal cancer,/articles/10.1186/s12929-023-00930-6
78,Bivalent mRNA vaccine effectiveness against SARS-CoV-2 variants of concern,/articles/10.1186/s12929-023-00936-0
79,Circular RNA FEACR inhibits ferroptosis and alleviates myocardial ischemia/reperfusion injury by interacting with NAMPT,/articles/10.1186/s12929-023-00927-1
80,Dietary diosgenin transcriptionally down-regulated intestinal NPC1L1 expression to prevent cholesterol gallstone formation in mice,/articles/10.1186/s12929-023-00933-3
81,Self-healing hydrogel as an injectable implant: translation in brain diseases,/articles/10.1186/s12929-023-00939-x
82,Diagnosis of invasive fungal infections: challenges and recent developments,/articles/10.1186/s12929-023-00926-2
83,Neutralizing antibodies targeting a novel epitope on envelope protein exhibited broad protection against flavivirus without risk of disease enhancement,/articles/10.1186/s12929-023-00938-y
84,Endothelin-1 induces connective tissue growth factor expression in human lung fibroblasts by disrupting HDAC2/Sin3A/MeCP2 corepressor complex,/articles/10.1186/s12929-023-00931-5
85,Krüppel-like factor 10 modulates stem cell phenotypes of pancreatic adenocarcinoma by transcriptionally regulating notch receptors,/articles/10.1186/s12929-023-00937-z
86,Akkermansia muciniphila and its membrane protein ameliorates intestinal inflammatory stress and promotes epithelial wound healing via CREBH and miR-143/145,/articles/10.1186/s12929-023-00935-1
87,Multiple heteroresistance to tigecycline and colistin in Acinetobacter baumannii isolates and its implications for combined antibiotic treatment,/articles/10.1186/s12929-023-00914-6
88,Apo- and holo-transferrin differentially interact with hephaestin and ferroportin in a novel mechanism of cellular iron release regulation,/articles/10.1186/s12929-023-00934-2
89,A non-genetic engineering platform for rapidly generating and expanding cancer-specific armed T cells,/articles/10.1186/s12929-023-00929-z
90,The future of CRISPR in Mycobacterium tuberculosis infection,/articles/10.1186/s12929-023-00932-4
91,The biology of SCUBE,/articles/10.1186/s12929-023-00925-3
92,Extracellular arginine availability modulates eIF2α O-GlcNAcylation and heme oxygenase 1 translation for cellular homeostasis,/articles/10.1186/s12929-023-00924-4
93,"Identification of three capsule depolymerases in a bacteriophage infecting Klebsiella pneumoniae capsular types K7, K20, and K27 and therapeutic application",/articles/10.1186/s12929-023-00928-0
94,Efficacy analysis and research progress of complementary and alternative medicines in the adjuvant treatment of COVID-19,/articles/10.1186/s12929-023-00923-5
95,Therapeutic potential of bacteriophage endolysins for infections caused by Gram-positive bacteria,/articles/10.1186/s12929-023-00919-1
96,Acetaldehyde via CGRP receptor and TRPA1 in Schwann cells mediates ethanol-evoked periorbital mechanical allodynia in mice: relevance for migraine,/articles/10.1186/s12929-023-00922-6
97,Degradation of neurodegenerative disease-associated TDP-43 aggregates and oligomers via a proteolysis-targeting chimera,/articles/10.1186/s12929-023-00921-7
98,Downregulation of the RNA-binding protein PUM2 facilitates MSC-driven bone regeneration and prevents OVX-induced bone loss,/articles/10.1186/s12929-023-00920-8
99,Rapid identification of carbapenem-resistant Klebsiella pneumoniae based on matrix-assisted laser desorption ionization time-of-flight mass spectrometry and an artificial neural network model,/articles/10.1186/s12929-023-00918-2
100,Integrated systems immunology approach identifies impaired effector T cell memory responses as a feature of progression to severe dengue fever,/articles/10.1186/s12929-023-00916-4
101,A tumor microenvironment-based prognostic index for osteosarcoma,/articles/10.1186/s12929-023-00917-3
102,Reduced virulence in tigecycline-resistant Klebsiella pneumoniae caused by overexpression of ompR and down-regulation of ompK35,/articles/10.1186/s12929-023-00910-w
103,A transcriptomic pan-cancer signature for survival prognostication and prediction of immunotherapy response based on endothelial senescence,/articles/10.1186/s12929-023-00915-5
104,PES1 reduces CD8+ T cell infiltration and immunotherapy sensitivity via interrupting ILF3-IL15 complex in esophageal squamous cell carcinoma,/articles/10.1186/s12929-023-00912-8
105,Antimicrobial and immunoregulatory effects of Lactobacillus delbrueckii 45E against genitourinary pathogens,/articles/10.1186/s12929-023-00913-7
106,Attenuation of IFN signaling due to m6A modification of the host epitranscriptome promotes EBV lytic reactivation,/articles/10.1186/s12929-023-00911-9
107,"E26 transformation-specific transcription variant 5 in development and cancer: modification, regulation and function",/articles/10.1186/s12929-023-00909-3
108,"Novel, thalidomide-like, non-cereblon binding drug tetrafluorobornylphthalimide mitigates inflammation and brain injury",/articles/10.1186/s12929-023-00907-5
109,Current status of hand-foot-and-mouth disease,/articles/10.1186/s12929-023-00908-4
110,Upregulation of galectin-3 in influenza A virus infection promotes viral RNA synthesis through its association with viral PA protein,/articles/10.1186/s12929-023-00901-x
111,ER ribosomal-binding protein 1 regulates blood pressure and potassium homeostasis by modulating intracellular renin trafficking,/articles/10.1186/s12929-023-00905-7
112,CLEC5A mediates Zika virus-induced testicular damage,/articles/10.1186/s12929-023-00906-6
113,Correction: Generational synaptic functions of GABAA receptor β3 subunit deteriorations in an animal model of social deficit,/articles/10.1186/s12929-023-00904-8
114,Targeting influenza A virus by splicing inhibitor herboxidiene reveals the importance of subtype-specific signatures around splice sites,/articles/10.1186/s12929-023-00897-4
115,Marine prebiotics mediate decolonization of Pseudomonas aeruginosa from gut by inhibiting secreted virulence factor interactions with mucins and enriching Bacteroides population,/articles/10.1186/s12929-023-00902-w
116,Chronic stress in solid tumor development: from mechanisms to interventions,/articles/10.1186/s12929-023-00903-9
117,Correction: Akt: a key transducer in cancer,/articles/10.1186/s12929-023-00900-y
118,Pre-hyperglycemia immune cell trafficking underlies subclinical diabetic cataractogenesis,/articles/10.1186/s12929-023-00895-6
119,The role of autophagy in viral infections,/articles/10.1186/s12929-023-00899-2
120,Inhibition of histone deacetylase 6 destabilizes ERK phosphorylation and suppresses cancer proliferation via modulation of the tubulin acetylation-GRP78 interaction,/articles/10.1186/s12929-023-00898-3
121,Epigenetic remodeling of the immune landscape in cancer: therapeutic hurdles and opportunities,/articles/10.1186/s12929-022-00893-0
122,The miR-15b-Smurf2-HSP27 axis promotes pulmonary fibrosis,/articles/10.1186/s12929-023-00896-5
123,Intimate communications within the tumor microenvironment: stromal factors function as an orchestra,/articles/10.1186/s12929-022-00894-z
124,Periostin promotes ovarian cancer metastasis by enhancing M2 macrophages and cancer-associated fibroblasts via integrin-mediated NF-κB and TGF-β2 signaling,/articles/10.1186/s12929-022-00888-x
125,Monoclonal antibodies against S2 subunit of spike protein exhibit broad reactivity toward SARS-CoV-2 variants,/articles/10.1186/s12929-022-00891-2
126,Polyglutamine-expanded ATXN7 alters a specific epigenetic signature underlying photoreceptor identity gene expression in SCA7 mouse retinopathy,/articles/10.1186/s12929-022-00892-1
127,Modulation of histone H3K4 dimethylation by spermidine ameliorates motor neuron survival and neuropathology in a mouse model of ALS,/articles/10.1186/s12929-022-00890-3
128,Conformational alteration in glycan induces phospholipase Cβ1 activation and angiogenesis,/articles/10.1186/s12929-022-00889-w
129,Interruption of the long non-coding RNA HOTAIR signaling axis ameliorates chemotherapy-induced cachexia in bladder cancer,/articles/10.1186/s12929-022-00887-y
130,Secretory autophagy promotes Rab37-mediated exocytosis of tissue inhibitor of metalloproteinase 1,/articles/10.1186/s12929-022-00886-z
131,"Effects of colonization-associated gene yqiC on global transcriptome, cellular respiration, and oxidative stress in Salmonella Typhimurium",/articles/10.1186/s12929-022-00885-0
132,Circadian gene Rev-erbα influenced by sleep conduces to pregnancy by promoting endometrial decidualization via IL-6-PR-C/EBPβ axis,/articles/10.1186/s12929-022-00884-1
133,Oleuropein suppresses endometriosis progression and improves the fertility of mice with endometriosis,/articles/10.1186/s12929-022-00883-2
134,Tumor-associated macrophages promote resistance of hepatocellular carcinoma cells against sorafenib by activating CXCR2 signaling,/articles/10.1186/s12929-022-00881-4
135,Interference in melanoma CD248 function reduces vascular mimicry and metastasis,/articles/10.1186/s12929-022-00882-3
136,Hepatitis B virus suppresses complement C9 synthesis by limiting the availability of transcription factor USF-1 and inhibits formation of membrane attack complex: implications in disease pathogenesis,/articles/10.1186/s12929-022-00876-1
137,Spatial multi-omics analyses of the tumor immune microenvironment,/articles/10.1186/s12929-022-00879-y
138,Thrombin induces IL-8/CXCL8 expression by DCLK1-dependent RhoA and YAP activation in human lung epithelial cells,/articles/10.1186/s12929-022-00877-0
139,Dynamic modulations of urinary sphingolipid and glycerophospholipid levels in COVID-19 and correlations with COVID-19-associated kidney injuries,/articles/10.1186/s12929-022-00880-5
140,Cancer-derived extracellular succinate: a driver of cancer metastasis,/articles/10.1186/s12929-022-00878-z
141,PTEN regulates invasiveness in pancreatic neuroendocrine tumors through DUSP19-mediated VEGFR3 dephosphorylation,/articles/10.1186/s12929-022-00875-2
142,Correction: Radioprotective potential of melatonin against 60Co γ-ray-induced testicular injury in male C57BL/6 mice,/articles/10.1186/s12929-022-00843-w
143,Dysregulation of SOX17/NRF2 axis confers chemoradiotherapy resistance and emerges as a novel therapeutic target in esophageal squamous cell carcinoma,/articles/10.1186/s12929-022-00873-4
144,Integrated metabolomic and transcriptomic analyses of the synergistic effect of polymyxin–rifampicin combination against Pseudomonas aeruginosa,/articles/10.1186/s12929-022-00874-3
145,Enrichment of Prevotella intermedia in human colorectal cancer and its additive effects with Fusobacterium nucleatum on the malignant transformation of colorectal adenomas,/articles/10.1186/s12929-022-00869-0
146,The pathogenesis of coronavirus-19 disease,/articles/10.1186/s12929-022-00872-5
147,Biomarkers beyond BRCA: promising combinatorial treatment strategies in overcoming resistance to PARP inhibitors,/articles/10.1186/s12929-022-00870-7
148,Tetrandrine ameliorates cognitive deficits and mitigates tau aggregation in cell and animal models of tauopathies,/articles/10.1186/s12929-022-00871-6
149,Reprogramming of sentinel lymph node microenvironment during tumor metastasis,/articles/10.1186/s12929-022-00868-1
150,Tumor microenvironment: barrier or opportunity towards effective cancer therapy,/articles/10.1186/s12929-022-00866-3
151,"COVID-19 vaccine update: vaccine effectiveness, SARS-CoV-2 variants, boosters, adverse effects, and immune correlates of protection",/articles/10.1186/s12929-022-00853-8
152,Establishment and evaluation of module-based immune-associated gene signature to predict overall survival in patients of colon adenocarcinoma,/articles/10.1186/s12929-022-00867-2
153,Identification of human MHC-I HPV18 E6/E7-specific CD8 + T cell epitopes and generation of an HPV18 E6/E7-expressing adenosquamous carcinoma in HLA-A2 transgenic mice,/articles/10.1186/s12929-022-00864-5
154,Delivering genes with human immunodeficiency virus-derived vehicles: still state-of-the-art after 25 years,/articles/10.1186/s12929-022-00865-4
155,Possible step-up in prevalence for Escherichia coli ST131 from fecal to clinical isolates: inferred virulence potential comparative studies within phylogenetic group B2,/articles/10.1186/s12929-022-00862-7
156,"Stem cell secretome as a mechanism for restoring hair loss due to stress, particularly alopecia areata: narrative review",/articles/10.1186/s12929-022-00863-6
157,Akt: a key transducer in cancer,/articles/10.1186/s12929-022-00860-9
158,Moonlighting glyceraldehyde-3-phosphate dehydrogenase (GAPDH) protein of Lactobacillus gasseri attenuates allergic asthma via immunometabolic change in macrophages,/articles/10.1186/s12929-022-00861-8
159,Mitochondrial oxidative stress in the tumor microenvironment and cancer immunoescape: foe or friend?,/articles/10.1186/s12929-022-00859-2
160,LncRNA MRF drives the regulatory function on monocyte recruitment and polarization through HNRNPD-MCP1 axis in mesenchymal stem cells,/articles/10.1186/s12929-022-00858-3
161,Pathophysiology of reversible cerebral vasoconstriction syndrome,/articles/10.1186/s12929-022-00857-4
162,Treating ARID1A mutated cancers by harnessing synthetic lethality and DNA damage response,/articles/10.1186/s12929-022-00856-5
163,Oligo-Fucoidan supplementation enhances the effect of Olaparib on preventing metastasis and recurrence of triple-negative breast cancer in mice,/articles/10.1186/s12929-022-00855-6
164,TRIM proteins in hepatocellular carcinoma,/articles/10.1186/s12929-022-00854-7
165,"A critical overview of current progress for COVID-19: development of vaccines, antiviral drugs, and therapeutic antibodies",/articles/10.1186/s12929-022-00852-9
166,Correction to: Multidimensional insights into the repeated electromagnetic field stimulation and biosystems interaction in aging and age-related diseases,/articles/10.1186/s12929-022-00836-9
167,Distribution of papG alleles among uropathogenic Escherichia coli from reproductive age women,/articles/10.1186/s12929-022-00848-5
168,Beyond the vaccines: a glance at the small molecule and peptide-based anti-COVID19 arsenal,/articles/10.1186/s12929-022-00847-6
169,Protein O-GlcNAcylation and the regulation of energy homeostasis: lessons from knock-out mouse models,/articles/10.1186/s12929-022-00851-w
170,The novel role of ER protein TXNDC5 in the pathogenesis of organ fibrosis: mechanistic insights and therapeutic implications,/articles/10.1186/s12929-022-00850-x
171,Down-regulated miR-146a expression with increased neutrophil extracellular traps and apoptosis formation in autoimmune-mediated diffuse alveolar hemorrhage,/articles/10.1186/s12929-022-00849-4
172,The A’-helix of CYP11A1 remodels mitochondrial cristae,/articles/10.1186/s12929-022-00846-7
173,Homozygous mutation of the LRRK2 ROC domain as a novel genetic model of parkinsonism,/articles/10.1186/s12929-022-00844-9
174,Correction to: Long noncoding RNA BCRP3 stimulates VPS34 and autophagy activities to promote protein homeostasis and cell survival,/articles/10.1186/s12929-022-00842-x
175,Functional and structural characteristics of HLA-B*13:01-mediated specific T cells reaction in dapsone-induced drug hypersensitivity,/articles/10.1186/s12929-022-00845-8
176,Localization of Salmonella and albumin-IL-2 to the tumor microenvironment augments anticancer T cell immunity,/articles/10.1186/s12929-022-00841-y
177,Recent advances in conventional and unconventional vesicular secretion pathways in the tumor microenvironment,/articles/10.1186/s12929-022-00837-8
178,TRIM18 is a critical regulator of viral myocarditis and organ inflammation,/articles/10.1186/s12929-022-00840-z
179,Gut microenvironmental changes as a potential trigger in Parkinson’s disease through the gut–brain axis,/articles/10.1186/s12929-022-00839-6
180,Hesperetin promotes longevity and delays aging via  activation of Cisd2 in naturally aged mice,/articles/10.1186/s12929-022-00838-7
181,CLEC5A and TLR2 are critical in SARS-CoV-2-induced NET formation and lung inflammation,/articles/10.1186/s12929-022-00832-z
182,Generational synaptic functions of GABAA receptor β3 subunit deteriorations in an animal model of social deficit,/articles/10.1186/s12929-022-00835-w
183,A dorsal CA2 to ventral CA1 circuit contributes to oxytocinergic modulation of long-term social recognition memory,/articles/10.1186/s12929-022-00834-x
184,A booster dose of Delta × Omicron hybrid mRNA vaccine produced broadly neutralizing antibody against Omicron and other SARS-CoV-2 variants,/articles/10.1186/s12929-022-00830-1
185,Dengue and COVID-19: two sides of the same coin,/articles/10.1186/s12929-022-00833-y
186,Protective role of VEGF/VEGFR2 signaling against high fatality associated with hepatic encephalopathy via sustaining mitochondrial bioenergetics functions,/articles/10.1186/s12929-022-00831-0
187,"The down-regulation of XBP1, an unfolded protein response effector, promotes acute kidney injury to chronic kidney disease transition",/articles/10.1186/s12929-022-00828-9
188,HrpA anchors meningococci to the dynein motor and affects the balance between apoptosis and pyroptosis,/articles/10.1186/s12929-022-00829-8
189,Hepatitis B virus virion secretion is a CRM1-spike-mediated late event,/articles/10.1186/s12929-022-00827-w
190,Human rs75776403 polymorphism links differential phenotypic and clinical outcomes to a CLEC18A p.T151M-driven multiomics,/articles/10.1186/s12929-022-00822-1
191,MicroRNA-485-5p targets keratin 17 to regulate oral cancer stemness and chemoresistance via the integrin/FAK/Src/ERK/β-catenin pathway,/articles/10.1186/s12929-022-00824-z
192,The power of heteronemin in cancers,/articles/10.1186/s12929-022-00816-z
193,DUSP3 regulates phosphorylation-mediated degradation of occludin and is required for maintaining epithelial tight junction,/articles/10.1186/s12929-022-00826-x
194,Multidimensional insights into the repeated electromagnetic field stimulation and biosystems interaction in aging and age-related diseases,/articles/10.1186/s12929-022-00825-y
195,SRF: a seriously responsible factor in cardiac development and disease,/articles/10.1186/s12929-022-00820-3
196,Induction of high affinity monoclonal antibodies against SARS-CoV-2 variant infection using a DNA prime-protein boost strategy,/articles/10.1186/s12929-022-00823-0
197,Interleukin-20 is involved in dry eye disease and is a potential therapeutic target,/articles/10.1186/s12929-022-00821-2
198,Bioengineering in salivary gland regeneration,/articles/10.1186/s12929-022-00819-w
199,DYRK1A reinforces epithelial-mesenchymal transition and metastasis of hepatocellular carcinoma via cooperatively activating STAT3 and SMAD,/articles/10.1186/s12929-022-00817-y
200,Post-translational modifications on the retinoblastoma protein,/articles/10.1186/s12929-022-00818-x
201,"Preclinical validation and phase I trial of 4-hydroxysalicylanilide, targeting ribonucleotide reductase mediated dNTP synthesis in multiple myeloma",/articles/10.1186/s12929-022-00813-2
202,Inhibition of ChREBP ubiquitination via the ROS/Akt-dependent downregulation of Smurf2 contributes to lysophosphatidic acid-induced fibrosis in renal mesangial cells,/articles/10.1186/s12929-022-00814-1
203,Long noncoding RNA BCRP3 stimulates VPS34 and autophagy activities to promote protein homeostasis and cell survival,/articles/10.1186/s12929-022-00815-0
204,Natural product myricetin is a pan-KDM4 inhibitor which with poly lactic-co-glycolic acid formulation effectively targets castration-resistant prostate cancer,/articles/10.1186/s12929-022-00812-3
205,Unravelling the physiological roles of mazEF toxin–antitoxin system on clinical MRSA strain by CRISPR RNA-guided cytidine deaminase,/articles/10.1186/s12929-022-00810-5
206,The effects of SARS-CoV-2 infection on modulating innate immunity and strategies of combating inflammatory response for COVID-19 therapy,/articles/10.1186/s12929-022-00811-4
207,The fciTABC and feoABI systems contribute to ferric citrate acquisition in Stenotrophomonas maltophilia,/articles/10.1186/s12929-022-00809-y
208,Cysteine-rich protein 2 deficiency attenuates angiotensin II-induced abdominal aortic aneurysm formation in mice,/articles/10.1186/s12929-022-00808-z
209,A novel HIF1α-STIL-FOXM1 axis regulates tumor metastasis,/articles/10.1186/s12929-022-00807-0
210,Bacteriophages and antibiotic interactions in clinical practice: what we have learned so far,/articles/10.1186/s12929-022-00806-1
